mij_mii,mij
.0000737,.0000651
.0007175,.0006339
.0000665,.0000588
.0009575,.0008459
.0000238,.000021
.0001022,.0000903
.0000238,.000021
.0007033,.0006213
.0016822,.0014861
.0022809,.002015
.0000499,.0000441
.0002162,.000191
.0000285,.0000252
.0027894,.0024642
.0000301,.0000275
.0004068,.0003708
.0000753,.0000687
.002486,.0022661
.0000151,.0000137
.0001657,.0001511
.0000342,.0000312
.0005424,.0004944
.0000328,.0000299
.0003315,.0003021
.0000151,.0000137
.0098534,.0089819
.0000151,.0000137
.0000904,.0000824
.0000113,.0000103
.0001055,.0000961
.0000151,.0000137
.0001959,.0001785
.0000151,.0000137
.0005725,.0005219
.0000603,.0000549
.0001808,.0001648
.0711283,.064837
1,.9115496
.0000151,.0000137
.0008287,.0007554
.0000307,.000028
.0001959,.0001785
.0000649,.0000592
.0002109,.0001923
.0001055,.0000961
.00113,.00103
.0000151,.0000137
.0001055,.0000961
.0000157,.0000143
.0000753,.0000687
.0000301,.0000275
.0003164,.0002884
.0000334,.0000304
.0001055,.0000961
.0000136,.0000124
.0001055,.0000961
.0001657,.0001511
.0011902,.001085
.0000151,.0000137
.0009341,.0008515
.0000151,.0000137
.0010245,.0009339
.0000452,.0000412
.0006629,.0006043
.0000301,.0000275
.0005575,.0005081
.0000403,.0000368
.0003616,.0003296
.0001959,.0001785
.0006479,.0005906
.0000301,.0000275
.0005123,.0004669
.0000301,.0000275
.0007985,.0007279
.0000869,.0000686
.000201,.0001586
.0000924,.0000729
.0029503,.0023273
.0002771,.0002186
.0002662,.00021
.0000978,.0000771
.0040262,.0031759
.0000217,.0000171
.000326,.0002572
.0004129,.0003257
.0545842,.0430568
.0000272,.0000214
.0003097,.0002443
5.43e-06,4.29e-06
.0001521,.00012
.0000706,.0000557
.000777,.0006129
.0001032,.0000814
.0014888,.0011744
.0000109,8.57e-06
.0002554,.0002014
.0001195,.0000943
.0010378,.0008186
1,.7888139
.1755702,.1384922
.0003043,.00024
.0017224,.0013586
5.43e-06,4.29e-06
.0002173,.0001714
.0006955,.0005486
.0025754,.0020315
.0001684,.0001329
.000451,.0003557
5.43e-06,4.29e-06
.0002662,.00021
.0000163,.0000129
.0004618,.0003643
.0000377,.0000297
.0000435,.0000343
.0000109,8.57e-06
.0000543,.0000429
.0000978,.0000771
.0011573,.0009129
.0000272,.0000214
.0020267,.0015987
.0000272,.0000214
.0007389,.0005829
5.43e-06,4.29e-06
.0008204,.0006472
.0000652,.0000514
.0002771,.0002186
.0000109,8.57e-06
.0006466,.00051
.0005107,.0004029
.0010541,.0008315
.0000272,.0000214
.0009998,.0007886
.0002825,.0002229
.0086446,.006819
.000033,.0000295
.0001815,.0001623
.0000495,.0000443
.0020296,.0018148
.000033,.0000295
.0007425,.000664
.0000495,.0000443
.0017986,.0016083
.0000325,.0000291
.0001155,.0001033
.000132,.000118
.0330677,.0295688
.0000165,.0000148
.00033,.0002951
.0000335,.0000299
.0001485,.0001328
.0000495,.0000443
.000858,.0007673
.0000165,.0000148
.0002805,.0002508
.0000181,.0000162
.0000495,.0000443
.0000495,.0000443
.0010231,.0009148
.0638747,.0571161
1,.8941892
.000033,.0000295
.0009075,.0008115
.0000391,.000035
.000099,.0000885
.0001485,.0001328
.0019966,.0017853
.0000165,.0000148
.0004125,.0003689
.0000114,.0000102
.000132,.000118
.0000296,.0000264
.0001155,.0001033
.0000251,.0000224
.000099,.0000885
.000066,.000059
.0000495,.0000443
.0000495,.0000443
.0009735,.0008705
.0000165,.0000148
.0020461,.0018296
.000033,.0000295
.0006435,.0005754
.0000612,.0000548
.0001155,.0001033
.0000822,.0000735
.0006435,.0005754
.0000153,.0000136
.000231,.0002066
.0000685,.0000613
.0006435,.0005754
.0000165,.0000148
.0009405,.000841
.0000165,.0000148
.0025411,.0022722
.0000332,.0000265
.0001038,.0000828
4.15e-06,3.31e-06
.0006519,.00052
.0000415,.0000331
.0001869,.000149
.0000955,.0000762
.0019683,.0015699
.0000222,.0000177
.0000581,.0000464
.0020181,.0016097
.0971152,.0774596
.0001204,.0000961
.0022133,.0017653
.0000581,.0000464
.0008513,.000679
.0001703,.0001358
.0006727,.0005366
.0000581,.0000464
.0001786,.0001424
8.31e-06,6.62e-06
.0000332,.0000265
4.15e-06,3.31e-06
.0001329,.000106
.0001536,.0001225
.0008388,.000669
1,.7976046
.134297,.1071159
4.15e-06,3.31e-06
.0000457,.0000364
.000382,.0003047
.0010049,.0008015
.0001869,.000149
.0005523,.0004405
7.61e-06,6.07e-06
.0000125,9.94e-06
.0000175,.000014
.0000664,.000053
.0000149,.0000119
4.15e-06,3.31e-06
4.15e-06,3.31e-06
.0000498,.0000397
8.31e-06,6.62e-06
.0001661,.0001325
.0000249,.0000199
.0008097,.0006459
.0000261,.0000208
.0001536,.0001225
.0000208,.0000166
.0000747,.0000596
.0000664,.000053
.0002533,.000202
4.15e-06,3.31e-06
.0000955,.0000762
.0001038,.0000828
.0003654,.0002915
.0002035,.0001623
.0019475,.0015534
.0002118,.0001689
.0047754,.0038089
.0000701,.0000617
.0001869,.0001645
.0000208,.0000183
.0016197,.0014254
.0000208,.0000183
.0002076,.0001827
.0001685,.0001483
.0011628,.0010233
.0000268,.0000236
.0001869,.0001645
.0003115,.0002741
.0495452,.0436013
.0000208,.0000183
.0015781,.0013888
.0000208,.0000183
.0009967,.0008771
.0000831,.0000731
.0009967,.0008771
.0000623,.0000548
.0002907,.0002558
.0000208,.0000183
.0000415,.0000365
.0000415,.0000365
.0002492,.0002193
.0000831,.0000731
.0015781,.0013888
.0676108,.0594995
1,.8800296
.0000208,.0000183
.0000623,.0000548
.0001246,.0001096
.0008929,.0007858
.0002687,.0002365
.0004361,.0003837
9.18e-06,8.08e-06
.0000208,.0000183
.0000211,.0000186
.0001454,.0001279
.000018,.0000158
.0000208,.0000183
.0000143,.0000126
.0000208,.0000183
.0000802,.0000706
.0005399,.0004751
.0000341,.00003
.0012044,.0010599
.0000315,.0000277
.0002699,.0002376
.0000291,.0000256
.0003115,.0002741
.0001038,.0000914
.0005399,.0004751
.0000208,.0000183
.0000831,.0000731
.0000208,.0000183
.0003115,.0002741
.0000415,.0000365
.0014328,.0012609
.0000831,.0000731
.0019104,.0016812
.0000269,.0000224
.0000643,.0000536
.0002289,.0001908
.0031637,.0026379
.0000104,8.67e-06
.0000269,.0000224
.0000144,.000012
.0000135,.0000112
.0000269,.0000224
.0000135,.0000112
.0000249,.0000208
.0004443,.0003704
6.10e-06,5.09e-06
.0000436,.0000364
5.12e-06,4.27e-06
.0000488,.0000407
7.97e-06,6.65e-06
.0000135,.0000112
.001077,.000898
.0022886,.0019082
.0006866,.0005725
.0008885,.0007408
.0000135,.0000112
.0000673,.0000561
.0000135,.0000112
.0000673,.0000561
7.28e-06,6.07e-06
.0000445,.0000371
1,.8338016
.1745938,.1455766
.0000942,.0000786
.0001615,.0001347
8.44e-06,7.04e-06
.0000135,.0000112
.0006327,.0005276
.0004712,.0003929
.001979,.0016501
.0037964,.0031654
.0000404,.0000337
.0002558,.0002133
.0000196,.0000164
.0000135,.0000112
.0005923,.0004939
.0007,.0005837
.0000172,.0000143
.0000942,.0000786
.0000269,.0000224
.000175,.0001459
.0014674,.0012235
.0038906,.003244
.0000538,.0000449
.0000404,.0000337
.0001346,.0001122
.000552,.0004602
.0000404,.0000337
.0000269,.0000224
.0000158,.0000132
.0000135,.0000112
.0000135,.0000112
.0000538,.0000449
.0000366,.0000333
.0001562,.000142
.0000937,.0000852
.0049036,.0044574
.0000176,.000016
.0000312,.0000284
.0000243,.0000221
.0002186,.0001987
.0000536,.0000488
.0000937,.0000852
.0000422,.0000384
.0019989,.001817
.0000103,9.40e-06
.0000625,.0000568
8.68e-06,7.89e-06
.0000625,.0000568
.0000135,.0000123
.0000625,.0000568
.0004685,.0004259
.0021551,.001959
.0002811,.0002555
.001468,.0013344
.0000312,.0000284
.000531,.0004827
.0000291,.0000264
.0002186,.0001987
.0000123,.0000112
.0000312,.0000284
.073867,.0671455
1,.9090047
.0000312,.0000284
.0007496,.0006814
.0000143,.000013
.0002499,.0002271
.0000937,.0000852
.0006871,.0006246
.0006871,.0006246
.0022488,.0020442
.0000625,.0000568
.0005622,.000511
.0000333,.0000303
.0000312,.0000284
.0003123,.0002839
.0020614,.0018738
.0000291,.0000265
.0005622,.000511
.0000312,.0000284
.0005934,.0005394
.0001562,.000142
.0010932,.0009937
.0000331,.0000301
.0002811,.0002555
.0001634,.0001485
.0011556,.0010505
.0002883,.0002621
.0001562,.000142
.0000268,.0000244
.0000625,.0000568
.0000391,.0000355
.0006247,.0005678
.0003389,.0002252
.0007588,.0005044
.0000286,.000019
.0039803,.0026456
.0000143,9.52e-06
.0000382,.0000254
.0000239,.0000159
.0005775,.0003838
4.77e-06,3.17e-06
.0003484,.0002316
.0000286,.000019
.0041903,.0027851
9.55e-06,6.34e-06
.0000573,.0000381
.0000143,9.52e-06
.0000525,.0000349
.0000135,8.95e-06
.0000573,.0000381
.0000143,9.52e-06
.0006109,.000406
.0000525,.0000349
.00042,.0002791
.0000143,9.52e-06
.0005059,.0003362
.0000382,.0000254
.0003436,.0002284
.0000143,9.52e-06
.0000955,.0000634
.0000143,9.52e-06
.0002529,.0001681
1,.6646596
.4619004,.3070066
.0000286,.000019
.0000764,.0000508
.0000239,.0000159
.0001957,.0001301
.0000477,.0000317
.0008447,.0005615
.0000143,9.52e-06
.0001336,.0000888
9.55e-06,6.34e-06
.0001336,.0000888
.0001814,.0001205
.0016131,.0010722
.0008638,.0005742
.0183888,.0122223
.0000155,.0000103
.0002768,.000184
.0000191,.0000127
.0003484,.0002316
.0000239,.0000159
.0001861,.0001237
9.55e-06,6.34e-06
.0004104,.0002728
.0002195,.0001459
.00168,.0011166
.0000191,.0000127
.0003484,.0002316
.0001002,.0000666
.0035031,.0023284
.0000673,.0000598
.0007741,.0006876
.0000251,.0000223
.0014135,.0012557
.0000337,.0000299
.0001795,.0001595
.0000557,.0000495
.0003702,.0003289
.0000224,.0000199
.0002244,.0001993
.0000224,.0000199
.0035338,.0031392
7.38e-06,6.56e-06
.0001795,.0001595
4.64e-06,4.12e-06
.0001795,.0001595
.0000112,9.97e-06
.000101,.0000897
.0000112,9.97e-06
.0002132,.0001894
.0000239,.0000212
.0001907,.0001694
.0000112,9.97e-06
.0004151,.0003687
.000048,.0000427
.0003253,.000289
.0000146,.000013
.0001458,.0001296
.0000369,.0000328
.0000785,.0000698
.1062498,.0943863
1,.8883433
.0000112,9.97e-06
.0001458,.0001296
.000018,.000016
.0000449,.0000399
.0000112,9.97e-06
.0003253,.000289
7.77e-06,6.90e-06
.0000673,.0000598
4.46e-06,3.96e-06
.0000673,.0000598
.0000449,.0000399
.0009199,.0008172
.0000785,.0000698
.006215,.0055211
.0000101,8.95e-06
.0001234,.0001096
.0000112,9.97e-06
.0001907,.0001694
.0000112,9.97e-06
.0001683,.0001495
.0000246,.0000218
.0001346,.0001196
.0000112,9.97e-06
.0005048,.0004485
.0000102,9.03e-06
.0002692,.0002392
.0000224,.0000199
.0012677,.0011261
.0000814,.000059
.0002359,.0001712
8.14e-06,5.90e-06
.0018792,.0013639
.0000488,.0000354
.0000976,.0000708
.0008298,.0006022
.0300264,.0217921
.0000163,.0000118
.0000895,.0000649
.0016921,.0012281
.0923165,.0669999
.0000244,.0000177
.0004312,.0003129
.0000163,.0000118
.0002196,.0001594
.0000325,.0000236
.0007159,.0005196
8.14e-06,5.90e-06
.0002603,.0001889
.0000205,.0000148
.0000651,.0000472
.0000244,.0000177
.0002766,.0002007
.0000732,.0000531
.001082,.0007852
.000122,.0000886
.0007891,.0005727
.0000324,.0000235
.0001952,.0001417
.0002441,.0001771
.0034086,.0024738
1,.7257631
.1883913,.1367275
.0000128,9.26e-06
8.14e-06,5.90e-06
.0000163,.0000118
.0002115,.0001535
.0000135,9.78e-06
.0000244,.0000177
9.90e-06,7.19e-06
8.14e-06,5.90e-06
8.14e-06,5.90e-06
.0003823,.0002775
.0002359,.0001712
.0075575,.0054849
.0000206,.0000149
.0001708,.000124
.0000288,.0000209
.0001302,.0000945
.0000569,.0000413
.0001952,.0001417
.0000116,8.41e-06
.0001546,.0001122
.0000163,.0000118
.0001302,.0000945
.0000407,.0000295
.0011145,.0008089
.0009111,.0006613
.0426358,.0309435
.0000581,.0000502
.000465,.0004013
.0000162,.000014
.0021799,.0018811
.0000491,.0000424
.0003197,.0002759
.0003779,.0003261
.0082255,.0070979
.0000203,.0000175
.0000872,.0000752
.0002035,.0001756
.0458654,.0395779
.0000291,.0000251
.0003488,.000301
.0000342,.0000295
.0003488,.000301
.0000872,.0000752
.000901,.0007775
.000045,.0000388
.000465,.0004013
.0000232,.00002
.0000291,.0000251
.0000746,.0000643
.0003779,.0003261
.0000872,.0000752
.0015405,.0013293
.0001163,.0001003
.0007848,.0006772
.0000367,.0000317
.0001453,.0001254
.0001744,.0001505
.0027903,.0024078
.0756867,.0653111
1,.8629141
.0000145,.0000125
.0000291,.0000251
.0000345,.0000298
.0003488,.000301
.0000153,.0000132
.0000291,.0000251
.0000112,9.67e-06
.0000581,.0000502
.0001437,.000124
.000465,.0004013
.0000872,.0000752
.0049411,.0042638
.0000233,.0000201
.0000581,.0000502
.0000325,.0000281
.0000872,.0000752
.0000291,.0000251
.0002907,.0002508
.0000131,.0000113
.0001744,.0001505
.000077,.0000664
.0002616,.0002257
.000054,.0000466
.001337,.0011537
.0003488,.000301
.0079058,.0068221
.0000143,.0000127
.0000388,.0000344
.0001033,.0000918
.0018602,.0016531
4.59e-06,4.08e-06
.0000129,.0000115
.0000129,.0000115
.0000904,.0000804
9.11e-06,8.10e-06
.0000258,.000023
.0000178,.0000158
.0008526,.0007577
3.76e-06,3.34e-06
.0000388,.0000344
2.63e-06,2.33e-06
.000025,.0000223
5.54e-06,4.92e-06
.0000258,.000023
.0002196,.0001952
.000633,.0005625
.0024803,.0022042
.0032166,.0028586
.0000388,.0000344
.0000388,.0000344
8.91e-06,7.92e-06
.0000258,.000023
4.20e-06,3.74e-06
.0000257,.0000228
.0005942,.0005281
.0007493,.0006658
.0000517,.0000459
.0001292,.0001148
5.90e-06,5.24e-06
.0000129,.0000115
1,.8886799
.0990182,.0879955
.0027903,.0024797
.0058132,.0051661
9.41e-06,8.36e-06
.0000129,.0000115
6.13e-06,5.45e-06
.0000226,.0000201
.002364,.0021009
.0025707,.0022846
.0000182,.0000162
.0001421,.0001263
6.22e-06,5.53e-06
.0000258,.000023
.0000223,.0000198
.0000646,.0000574
8.20e-06,7.29e-06
.0000258,.000023
.0000904,.0000804
.0005555,.0004936
.0000258,.000023
.0000388,.0000344
8.32e-06,7.40e-06
.0000388,.0000344
.0000129,.0000115
.0001938,.0001722
.00003,.0000271
.0003163,.0002857
.0000487,.000044
.0035276,.0031869
9.60e-06,8.67e-06
.0000487,.000044
.0000253,.0000228
.0004866,.0004396
.0000191,.0000172
.000073,.0000659
.0000373,.0000337
.0036006,.0032528
7.87e-06,7.11e-06
.000146,.0001319
5.50e-06,4.97e-06
.0000524,.0000473
.000073,.0000659
.000146,.0001319
.000219,.0001978
.001849,.0016704
.0001216,.0001099
.0015327,.0013847
.000028,.0000253
.0004379,.0003956
.0000187,.0000169
.0002433,.0002198
8.80e-06,7.95e-06
.0001703,.0001539
.0002433,.0002198
.0010218,.0009231
.0000243,.000022
.0009002,.0008132
.0000123,.0000112
.0000487,.000044
.0765619,.0691669
1,.903411
.0005109,.0004616
.0053766,.0048573
.0000243,.000022
.0000487,.000044
.0000128,.0000116
.0000243,.000022
.0010218,.0009231
.0041602,.0037584
.0000381,.0000344
.0008515,.0007693
.000013,.0000118
.0000487,.000044
.0000467,.0000422
.000146,.0001319
.0000243,.000022
.0001216,.0001099
.0000893,.0000807
.0008272,.0007473
.0001794,.000162
.0000973,.0000879
.0000174,.0000157
.0004136,.0003736
.0000461,.0000416
.0006812,.0006154
9.22e-06,7.42e-06
.0000369,.0000297
.0000461,.0000371
.0015119,.0012168
3.13e-06,2.52e-06
9.22e-06,7.42e-06
8.11e-06,6.53e-06
.0000461,.0000371
9.22e-06,7.42e-06
.0000461,.0000371
.0000112,9.03e-06
.0004794,.0003858
2.35e-06,1.89e-06
.0000277,.0000223
1.68e-06,1.36e-06
.0000161,.0000129
3.24e-06,2.61e-06
.0000184,.0000148
.0001659,.0001336
.0008389,.0006752
.0005347,.0004303
.001051,.0008458
.0000125,.0000101
.0000277,.0000223
7.01e-06,5.64e-06
.0000184,.0000148
2.94e-06,2.37e-06
.0000184,.0000148
.0004333,.0003487
.0008297,.0006678
.0000277,.0000223
.0001106,.000089
4.28e-06,3.45e-06
.0000153,.0000123
.0003964,.000319
.0006545,.0005268
1,.8048204
.232869,.1874177
6.56e-06,5.28e-06
.0000181,.0000145
3.74e-06,3.01e-06
.0000138,.0000111
.000378,.0003042
.0006914,.0005565
.0000153,.0000123
.0001198,.0000965
4.77e-06,3.84e-06
.0000277,.0000223
.000021,.0000169
.0000553,.0000445
5.36e-06,4.31e-06
.000083,.0000668
.0001014,.0000816
.0003503,.0002819
9.22e-06,7.42e-06
.0000922,.0000742
9.22e-06,7.42e-06
.0000645,.0000519
9.22e-06,7.42e-06
.0001291,.0001039
.0000201,.0000191
.0001201,.0001137
.0000267,.0000253
.0017208,.0016304
.0000133,.0000126
.0000267,.0000253
.0000124,.0000118
.0001734,.0001643
9.26e-06,8.77e-06
.0000934,.0000885
.0000172,.0000163
.0022944,.0021739
3.60e-06,3.41e-06
.00008,.0000758
2.58e-06,2.45e-06
.0001067,.0001011
4.97e-06,4.71e-06
.0000667,.0000632
.0000534,.0000506
.0009871,.0009353
.00008,.0000758
.0005069,.0004803
.00004,.0000379
.0002268,.0002149
.0000107,.0000102
.0001201,.0001137
4.51e-06,4.27e-06
.00008,.0000758
.0000534,.0000506
.0005202,.0004929
.0000133,.0000126
.0004402,.0004171
6.57e-06,6.22e-06
.00008,.0000758
.0001067,.0001011
.000747,.0007078
.0433269,.0410508
1,.9474677
.0000101,9.53e-06
.0000133,.0000126
5.73e-06,5.43e-06
.0000534,.0000506
.0001734,.0001643
.0008537,.0008089
.0000234,.0000222
.0007203,.0006825
7.31e-06,6.93e-06
.0001201,.0001137
.0000133,.0000126
.0001467,.000139
.0000133,.0000126
.0001467,.000139
.0001178,.0001116
.0002268,.0002149
.000062,.0000588
.0000667,.0000632
7.57e-06,7.17e-06
.0001067,.0001011
.0000133,.0000126
.0003468,.0003286
.0000213,.0000179
.0000634,.0000534
.0000393,.0000331
.0007176,.0006034
.0000459,.0000386
.0001884,.0001584
.0000151,.0000127
.0004416,.0003713
.0001656,.0001392
.0008831,.0007427
.0000361,.0000303
.0004968,.0004177
.0000119,.00001
.0000851,.0000716
.0000153,.0000129
.0001458,.0001226
.0000125,.0000105
.0000772,.0000649
.0000552,.0000464
.0006072,.0005106
.0000299,.0000252
.0000955,.0000803
.000051,.0000429
.0001104,.0000928
.0000349,.0000294
.000218,.0001833
.0000147,.0000124
.0000899,.0000756
.0012143,.0010211
.0017663,.0014853
.0000552,.0000464
.0003715,.0003124
.0000111,9.37e-06
.0000397,.0000334
.0000168,.0000142
.0000664,.0000559
.0000386,.0000325
.0002275,.0001913
1,.8409135
.1702269,.1431461
.0002521,.000212
.0001104,.0000928
.0000964,.000081
.0003773,.0003172
.0000111,9.32e-06
.0001656,.0001392
.0002208,.0001857
.0004416,.0003713
.0001104,.0000928
.0000552,.0000464
.0001067,.0000898
.0000552,.0000464
.0000229,.0000193
.0001104,.0000928
.0032014,.0026921
.0040846,.0034348
.000044,.000037
.000454,.0003818
.0000182,.0000153
.0004416,.0003713
.0000383,.0000346
.0004536,.000409
.0000708,.0000638
.0016631,.0014995
.0001512,.0001363
.0001512,.0001363
.0000272,.0000245
.0006048,.0005453
.0001512,.0001363
.0016631,.0014995
.0000648,.0000585
.0036287,.0032717
.0000214,.0000193
.000153,.000138
.0000275,.0000248
.0002621,.0002363
.0000224,.0000202
.0003024,.0002726
.0001653,.0001491
.0003024,.0002726
.0000538,.0000485
.0001718,.0001549
.0000917,.0000827
.0001512,.0001363
.0000628,.0000566
.0003024,.0002726
.0000264,.0000238
.0001617,.0001458
.0003024,.0002726
.0013607,.0012269
.0001512,.0001363
.0009072,.0008179
.00002,.0000181
.0000715,.0000644
.0000303,.0000273
.0001194,.0001077
.0000694,.0000626
.0003024,.0002726
.0846689,.0763394
1,.9016234
.0004533,.0004087
.0004536,.000409
.0003024,.0002726
.0009072,.0008179
.0000199,.000018
.0013607,.0012269
.0003581,.0003229
.0015119,.0013632
.0002993,.0002699
.0003024,.0002726
.0001919,.0001731
.0004536,.000409
.0000412,.0000372
.0004536,.000409
.00046,.0004148
.0006048,.0005453
.0000792,.0000714
.0008164,.0007361
.0000327,.0000295
.0010584,.0009542
.0000192,.0000175
.0000539,.0000493
.0000255,.0000233
.0005931,.0005422
.0000679,.0000621
.0000539,.0000493
.0000199,.0000182
.0001078,.0000986
.0013479,.0012322
.0009165,.0008379
.0000565,.0000516
.0003774,.000345
.0000212,.0000193
.0001513,.0001383
.0000291,.0000266
.0002778,.0002539
.0000235,.0000215
.0001458,.0001333
.0001078,.0000986
.0001078,.0000986
.0000346,.0000316
.0001104,.0001009
.0001078,.0000986
.0001078,.0000986
.0000335,.0000306
.0002696,.0002464
.0000191,.0000175
.0000539,.0000493
.0003774,.000345
.0001078,.0000986
.0001078,.0000986
.0004313,.0003943
.0000134,.0000122
.0000477,.0000436
.0000179,.0000164
.0000707,.0000646
.0000359,.0000328
.0002116,.0001934
.0004118,.0003764
.0011327,.0010355
1,.9141971
.0759111,.0693978
.0003774,.000345
.0002857,.0002612
.0000539,.0000493
.0000539,.0000493
.0000539,.0000493
.0003774,.000345
.0003774,.000345
.0001078,.0000986
.0000539,.0000493
.0004313,.0003943
.0000157,.0000144
.0001078,.0000986
.0044749,.0040909
.0014018,.0012815
.0001078,.0000986
.0012214,.0011166
.0000205,.0000188
.0002157,.0001972
.0001913,.0001718
.0003826,.0003436
.0000972,.0000873
.0015305,.0013742
.0002589,.0002324
.0007653,.0006871
.0000758,.0000681
.0011479,.0010307
.0035717,.003207
.0034437,.003092
.0002151,.0001931
.003061,.0027485
.0000806,.0000724
.0001913,.0001718
.000111,.0000997
.0010584,.0009503
.0000897,.0000805
.0009566,.0008589
.0001913,.0001718
.0007653,.0006871
.0001317,.0001183
.0004205,.0003776
.0001289,.0001158
.0021045,.0018896
.0001276,.0001146
.0049742,.0044662
.0000729,.0000655
.0004458,.0004003
.0003884,.0003487
.0014123,.0012681
.0015305,.0013742
.0040176,.0036074
.0000509,.0000457
.0001913,.0001718
.0000683,.0000613
.0002694,.0002419
.0001368,.0001228
.0008062,.0007238
.001569,.0014088
.0001913,.0001718
.0501244,.045006
1,.8978873
.0009566,.0008589
.0021045,.0018896
.0000448,.0000402
.0019131,.0017178
.0001913,.0001718
.0022958,.0020613
.0003826,.0003436
.0013392,.0012025
.0008323,.0007473
.0022958,.0020613
.0000599,.0000538
.0001913,.0001718
.0005739,.0005153
.010754,.0096558
.0004513,.0004053
.0005739,.0005153
.0000783,.0000703
.0013392,.0012025
.0000191,.0000155
.0000545,.0000444
.0000954,.0000777
.00276,.002249
2.72e-06,2.22e-06
.0000109,8.88e-06
.0000136,.0000111
.0001662,.0001354
.0000105,8.52e-06
.000049,.00004
5.45e-06,4.44e-06
.0017546,.0014298
2.72e-06,2.22e-06
.0000272,.0000222
3.35e-06,2.73e-06
.0000381,.0000311
8.17e-06,6.66e-06
.0000327,.0000266
.0000572,.0000466
.000861,.0007016
.0004141,.0003375
.000722,.0005883
.0000354,.0000289
.000346,.000282
5.45e-06,4.44e-06
.0000572,.0000466
7.79e-06,6.35e-06
.0000218,.0000178
.0000763,.0000622
.0002071,.0001687
.0001253,.0001021
.0010081,.0008215
.0000124,.0000101
.0000136,.0000111
.0002643,.0002154
.0003678,.0002997
.0002289,.0001865
.0008746,.0007127
8.17e-06,6.66e-06
.0000627,.0000511
5.30e-06,4.32e-06
.0000354,.0000289
1,.8148659
.2118579,.1726358
.0000545,.0000444
.0008446,.0006883
.0000136,.0000111
.0000599,.0000488
.0000191,.0000155
.0002152,.0001754
.0000136,.0000111
.0000436,.0000355
.0000872,.000071
.0017519,.0014276
.0001989,.0001621
.0003842,.000313
.0000109,8.88e-06
.000079,.0000644
.0000245,.00002
.0006648,.0005417
.0000867,.0000814
.0001048,.0000984
.0000951,.0000892
.0016417,.0015409
.0000116,.0000109
.0000466,.0000437
.0000164,.0000154
.0001863,.0001748
9.76e-06,9.16e-06
.0001048,.0000984
.00002,.0000188
.0018629,.0017485
.0000233,.0000219
.0000815,.0000765
3.12e-06,2.93e-06
.0000582,.0000546
.0000116,.0000109
.000163,.000153
.0000233,.0000219
.0004075,.0003825
.0000233,.0000219
.000326,.000306
.0000116,.0000109
.0003376,.0003169
.0000257,.0000241
.0001048,.0000984
7.27e-06,6.83e-06
.0000582,.0000546
.0000116,.0000109
.000163,.000153
.0000582,.0000546
.000652,.000612
.0000116,.0000109
.0000699,.0000656
.0000582,.0000546
.0001514,.0001421
.0000466,.0000437
.0004774,.0004481
.0000107,.00001
.0000116,.0000109
4.95e-06,4.64e-06
.0000233,.0000219
.055432,.0520288
1,.9386048
.0000436,.0000409
.0006054,.0005683
.0000124,.0000116
.0001164,.0001093
.0000116,.0000109
.0001514,.0001421
.0000233,.0000219
.000163,.000153
.0001196,.0001122
.0004308,.0004043
.0000233,.0000219
.0001514,.0001421
.0000116,.0000109
.0000815,.0000765
.0000233,.0000219
.0004075,.0003825
.0002674,.0000961
.0001337,.0000481
.0000146,5.27e-06
.0006684,.0002403
7.29e-06,2.62e-06
.0000299,.0000108
.0001013,.0000364
.0004011,.0001442
6.35e-06,2.28e-06
.0000279,.00001
.0000569,.0000205
.002139,.0007691
8.05e-06,2.89e-06
.0002674,.0000961
4.38e-06,1.57e-06
.0000417,.000015
.0000105,3.76e-06
.0000648,.0000233
.0000389,.000014
.0002564,.0000922
.0000227,8.18e-06
.0000726,.0000261
.0000314,.0000113
.0001337,.0000481
.0002674,.0000961
.0002123,.0000763
.0000141,5.07e-06
.0001337,.0000481
.0000275,9.89e-06
.0001,.000036
.0002674,.0000961
.0025401,.0009133
.0001337,.0000481
.0001337,.0000481
.0000164,5.90e-06
.0000648,.0000233
.0000453,.0000163
.0002671,.000096
5.59e-06,2.01e-06
.0000154,5.52e-06
3.63e-06,1.30e-06
.0001337,.0000481
.0001985,.0000714
.0001337,.0000481
1,.3595322
1.767781,.6355742
6.72e-06,2.42e-06
.0001337,.0000481
.0000167,6.01e-06
.0000829,.0000298
.0000101,3.62e-06
.0001337,.0000481
.0001337,.0000481
.0001337,.0000481
.0000312,.0000112
.0001337,.0000481
9.97e-06,3.59e-06
.0001028,.000037
.0016913,.0006081
.0014706,.0005287
.0000741,.0000725
.0007165,.0007012
9.19e-06,9.00e-06
.0003953,.0003869
4.57e-06,4.48e-06
.0001235,.0001209
.0000636,.0000622
.0003212,.0003143
3.99e-06,3.90e-06
.0000741,.0000725
.0000357,.000035
.0017295,.0016926
5.05e-06,4.95e-06
.0000247,.0000242
2.75e-06,2.69e-06
.0000247,.0000242
6.56e-06,6.42e-06
.0000247,.0000242
.0000244,.0000239
.0001609,.0001575
.0000143,.000014
.0000741,.0000725
.0000197,.0000193
.0000494,.0000484
.0000213,.0000209
.000173,.0001693
8.84e-06,8.65e-06
.0002224,.0002176
.0000173,.0000169
.0000247,.0000242
.0001235,.0001209
.0031626,.0030951
.0000285,.0000279
.0001977,.0001934
.0000103,.0000101
.0000741,.0000725
.0000284,.0000278
.000173,.0001693
3.51e-06,3.43e-06
.0000247,.0000242
2.28e-06,2.23e-06
