0.604249417,0.016559345,0.008652462,0.006958265,0.002633671,0.032693322,0.008925539,0.003343393,0.001695528,0.029120656,0.005739776,0.012369952,0.005650176,0.006878951,0.002297325,0.046533765,0.006914106,0.016499975,0.011819474,0.000888904,0.000586415,0.037370708,0.02415628,0.006341691,0.001146045,0.003576657,0.013188955,0.002585017,0.006965823,0.052369263,0.02128913
0.010610607,0.66312072,0.011721957,0.004515548,0.001029187,0.035634424,0.005514529,0.002362609,0.001749097,0.032375554,0.005776631,0.006922729,0.004137775,0.003402065,0.005203817,0.020004399,0.002379814,0.012311427,0.008925728,0.000721517,0.001449529,0.015262519,0.016357482,0.005210086,0.003564215,0.003521551,0.023538952,0.001874374,0.002333309,0.022977257,0.065490591
0.017805144,0.038137526,0.520738157,0.011415145,0.004445699,0.063428169,0.015984938,0.010785844,0.002401641,0.033872636,0.007731677,0.01433181,0.008834299,0.01322218,0.00529805,0.034932911,0.00689035,0.013617939,0.014277943,0.00167084,0.001662197,0.018723531,0.031735463,0.009373987,0.002354561,0.015939572,0.01201496,0.003694242,0.007808627,0.038659091,0.018210889
0.006172966,0.007986624,0.003742059,0.791191729,0.001269402,0.009177464,0.002931045,0.000831417,0.000462182,0.010542226,0.002824249,0.004570036,0.00321379,0.00354423,0.00073489,0.008896967,0.003018215,0.004845836,0.005649118,0.000168023,0.000259053,0.007702072,0.009337365,0.002023687,0.000486663,0.001193042,0.003764449,0.001138062,0.001608843,0.032912631,0.067801663
0.00831621,0.010191917,0.006503986,0.00437368,0.755379764,0.018658468,0.004695101,0.002350964,0.001270422,0.015675229,0.010753212,0.009906904,0.004756984,0.005133062,0.004341809,0.018306235,0.003435881,0.004790763,0.005311385,0.005138929,0.005587825,0.014382643,0.009916392,0.010909472,0.001736594,0.006300003,0.007725052,0.010727263,0.003119116,0.015749044,0.014555671
0.006569347,0.009261137,0.003854052,0.001757418,0.000706183,0.639800452,0.005216484,0.001427612,0.00042184,0.012364405,0.001595083,0.002845327,0.002470993,0.003221721,0.001200382,0.011816232,0.001233644,0.009096803,0.002949999,0.000214633,0.000110038,0.007093186,0.013483684,0.002316025,0.001426762,0.002078818,0.005158322,0.000668933,0.002138683,0.020525522,0.226976278
0.011765261,0.053610039,0.023434653,0.005273239,0.002795471,0.026002407,0.650196371,0.005571398,0.007408317,0.014608118,0.004514918,0.007261677,0.008556768,0.007703832,0.004995673,0.017725626,0.005000607,0.013125448,0.008526194,0.001399146,0.001878135,0.019218475,0.025667214,0.008861382,0.003091453,0.00519021,0.014617895,0.002594293,0.003581663,0.023556129,0.012268002
0.009567964,0.031162364,0.018797628,0.006099308,0.001435131,0.039352832,0.009714437,0.680684088,0.002785249,0.019512387,0.004285188,0.007731668,0.007127321,0.007625174,0.001520343,0.020064314,0.005599209,0.010361077,0.006790026,0.001099572,0.000866193,0.015341477,0.022921851,0.005110554,0.001469624,0.005945617,0.01141523,0.001897332,0.003647338,0.025649844,0.014419714
0.010823939,0.040633974,0.016991281,0.006888407,0.004313062,0.024144866,0.028937676,0.006683768,0.587442222,0.018481572,0.006574754,0.012025255,0.010862892,0.012713127,0.004527845,0.021235588,0.009145779,0.012943413,0.010591217,0.002498134,0.002613176,0.02318822,0.022924201,0.007821945,0.00210827,0.008018185,0.012241313,0.003634535,0.005649969,0.021972522,0.041369008
0.012825421,0.02135848,0.007361889,0.005819674,0.003075899,0.023334051,0.005598732,0.002717708,0.001421442,0.703409395,0.005281051,0.015478513,0.005018072,0.005237916,0.004735536,0.016979245,0.003212515,0.012848228,0.02617628,0.000696787,0.000591454,0.027042344,0.014748467,0.005123551,0.011997638,0.004118512,0.012002184,0.004911939,0.004026706,0.02148467,0.011365695
