0.716702961,0,0.019874495,8.80576E-05,4.58949E-05,5.65143E-06,0.004999382,1.96287E-06,1.98E-02,0.051050906,0.011054675,3.80764E-07,0.012599002,0.017299383,0.019713936,1.11572E-06,0.030675698,0.037439238,0.001545547,0.001477036,0,0.009808288,0,0.006261576,0,0.020607406,0.006346631,9.28E-03,8.86971E-05,0.001628483,0.001604044
0.046906891,0.583124846,0.014464806,0.00195056,0.001038542,0.00079906,0.010406053,0.00031061,0.011690456,0.057631897,0.016479113,0.000557317,0.019497139,0.022290133,0.022733581,0.00054998,0.021542985,0.026613726,0.009039696,0.002740176,3.78891E-05,0.028368963,2.25546E-05,0.010199842,0,0.025358979,0.011232356,0.010449313,0.001712737,0.006734283,0.035515412
0.013372133,0.000167125,0.839120896,0.003097377,0.001577409,0.002534931,0.007241006,0.001398922,0.004774613,1.44E-02,0.006180238,0.002238238,0.010030523,0.011226945,0.006645361,2.21E-03,0.008629052,0.007120306,5.17E-03,0.001290505,0.000175536,0.012756555,0.000205284,5.15E-03,0,0.016969514,2.47E-03,0.004798203,0.003144017,0.005275031,0.000639571
0.002864506,8.93825E-05,0.00104623,0.953668403,0.00039416,0.000972586,0.001470292,0.000351121,0.000848998,0.002800882,0.001278186,0.000898346,0.002239919,0.002578084,0.001249895,0.001046787,0.002235618,0.001345175,0.001244041,0.000249226,6.17086E-05,0.002983484,0.00012866,0.000950789,0,0.002272405,0.000503663,0.000902979,0.000732756,0.001625811,0.010965946
0.003017135,0.000314694,0.001379301,0.00155762,0.943956368,0.001859651,0.001785784,0.000734646,0.00090916,0.003620444,0.00170521,0.002405043,0.002596312,0.002787713,0.002035644,0.002595026,0.00205745,0.001634458,0.001933038,0.000542883,0.000301397,0.004206578,0.000342082,0.001743048,0,0.003659122,0.000660076,0.001472234,0.001320875,0.002004192,0.00486274
2.21E-02,0,0.006422017,9.76402E-05,4.65602E-05,0.760510189,0.002695673,5.88185E-06,6.58E-03,0.014138063,0.004098006,3.33863E-06,0.005498631,0.008065382,0.006021143,3.84266E-06,0.008902021,0.009864034,0.000849391,0.000583801,0,0.003727859,0,0.002321477,0,0.007581219,0.001869188,3.31E-03,0.000103272,0.000805278,0.123751213
0.004755779,8.11494E-05,0.002243088,0.001362135,0.000561243,0.001252564,0.921184483,0.000528639,0.002511947,0.004947664,0.00221639,0.000966027,3.67E-03,0.004583382,0.002306578,0.001027649,0.003400878,0.002147323,1.92E-03,0.000435708,7.0537E-05,0.004621101,0.000107906,0.001666294,0.00E+00,0.004530388,8.65E-04,0.001628546,0.001197036,0.002185057,0.021023195
0.006166111,0.000191143,0.003866888,0.002279751,0.001015054,0.002240728,0.004331463,0.906989808,0.002432092,0.006604737,0.003043,0.001939954,0.005114392,0.006344005,0.003120687,0.002054334,0.004581707,0.003229952,0.002895997,0.000661171,0.0001519,0.006667576,0.000245721,0.002486085,0,0.007277826,0.001173897,2.34E-03,0.002432088,0.003309245,0.004816504
0.013450701,0.00040521,0.006332423,0.00487102,0.002023452,0.004882089,0.012085355,0.001986961,0.817091565,0.014433577,0.006745593,0.004101551,0.010858105,0.013190647,0.006834289,4.36E-03,0.00972815,0.006292422,0.006317281,0.001341256,0.000302199,0.014556326,0.000517792,5.07E-03,0,0.013421767,0.002577808,4.94E-03,0.004160687,0.00711606,0
3.48E-02,0,0.008727395,0.00012452,7.16216E-05,1.74015E-05,0.003120734,7.18459E-06,7.77E-03,0.83622718,0.006249851,6.47876E-06,0.007499212,0.009139971,0.010849382,6.13E-06,0.011091292,0.016138746,1.45E-03,0.000911186,0,0.008135854,0,3.79E-03,0,0.010987619,0.003857017,4.71E-03,0.000128618,0.001109854,0.013039804
0.001089993,0.000162314,0.000441809,0.000630352,0.000292889,0.000797386,0.000661535,0.000274403,0.000328571,0.001373461,0.920726816,0.000930359,9.19E-04,0.000997534,0.000683366,0.000979041,0.000742497,0.001172576,0.001142069,0.000136945,6.68134E-05,0.001720265,0.000153308,0.000490664,0.00E+00,0.001087951,2.79E-04,0.000443688,0.000460775,0.000773998,0.060040418
0.006337874,5.05753E-06,0.001963641,0.000377077,0.000198408,0.000179674,0.001538256,6.82871E-05,0.001507649,6.47E-03,0.001891921,0.942674601,3.17E-03,0.003359297,0.00237405,1.43E-04,0.003026862,0.002774212,1.11E-03,0.000363454,9.48603E-06,0.003677171,6.94724E-06,1.66E-03,0.00E+00,0.003632382,9.07E-04,0.001406671,0.00030829,0.001102279,0.007749797
1.15E-02,1.01252E-05,0.004309373,0.000923934,0.00039679,0.000445497,0.003598441,0.000166326,0.003426551,0.011158743,0.003855592,0.000307904,0.9036673,0.009057043,0.004650129,0.000278805,0.008023943,0.005580394,0.002250942,0.000716084,1.97356E-05,0.006819161,1.51847E-05,0.002973494,0,0.00728621,0.001706171,2.88E-03,0.000719277,0.002444239,0.000782327
2.24E-03,8.96244E-05,0.000936055,0.000952829,0.000363141,0.00102622,0.0013933,0.000355374,0.000760713,0.002447976,0.001069175,0.000903052,0.002334636,0.967831542,0.001093282,0.000909626,0.001964523,0.001116103,0.001072318,0.000219097,5.8921E-05,0.002513239,0.000115348,0.000871787,0,0.001995745,0.000426504,7.61E-04,0.000682617,0.001320332,0.002171422
4.27E-03,0.000319671,0.001692118,0.001678161,0.001005388,0.001809648,0.002260923,0.000666091,1.25E-03,0.005760593,0.002542481,0.002138778,0.003323062,0.003611303,0.846837042,0.002149555,0.002619213,0.002614075,0.002747242,0.000645955,0.000176164,0.005989655,0.000280824,0.00193593,0,0.004185746,0.001108418,1.75E-03,0.001351805,0.0024379,0.090845964
